ArticleId,Text,Category
1427,crisis  ahead in social sciences  a national body designed to tackle skills shortages in key subjects should be set up  a committee of mps has said.  there was an  absolute crisis  in the recruitment of statisticians and other social science experts  the commons science and technology committee added.  major problems  are expected over the next 10 years as the social science workforce continues to age  it said. the committee was reporting on the work  strategy and spending plans of the economic social research council.  the council aims to promote and support strategic research for social science postgraduates and provide social scientists to meet the needs of the country. it also liaises with the government and industry over their social science needs. in its report on the council s work the committee said:  we are deeply concerned by the skills shortages afflicting  in particular  the qualitative branches of social sciences. this mirrored previous concerns the committee had expressed on shortages in the fields of maths and chemistry  it said.  it is hard to see how significant progress towards rectifying these shortages can be made through the deployment of economic and social research council s limited resources.  if the government is serious about addressing skills shortages in key subjects it needs to find a more effective mechanism to achieve this.  a national  strategic capabilities fund  to address shortages in key areas should be set up in response  the committee added.,politics
1674,mogul wilson backing uk rap band tony wilson  the music mogul who established the influential factory records in the 1980s  is to launch a new label - convinced he has discovered his  third major band .  factory were the label of both joy division - who became new order after singer ian curtis committed suicide - and the happy mondays. now wilson believes rap act raw t - signed to his f4 label  the fourth incarnation of factory - will  complete the hat-trick .  suddenly  when raw t came into my life  i realised they are my third major band   he told bbc world service s the music biz programme. the group are set to release their first single on 21 february  and follow it up with an album  realise and witness  in march.  wilson has twice tried to resurrect factory - which lasted for 14 years before folding - but conceded these efforts had been  despondent and dismal experiences . but it has not put him off.  of all the things i do in my life the most exciting thing i ve ever done  and the thing i have most loved  is being part of a record company   he added.   the idea of working with brilliant young musicians  and being close to the centre of popular culture  is just the biggest thrill in my life.  wilson explained how his son persuaded him to go and see raw t  but he had initially been reluctant saying he  detested  young british people rapping.  it s always inauthentic  it s always crass  it never really works for me   he said.  i went to see this group  raw t - which stands for realise and witness talent - and like everyone else in the room that night  we were utterly blown away.  wilson believes raw t could be  to f4 as joy division were to factory records .  the story of factory records - which also owned the legendary hacienda club in manchester - was told in the michael winterbottom film 24 hour party people  in which wilson was played by steve coogan.  wilson stressed that the independent music scene remained  as important  as it had been during the 1980s  when labels such as factory and rough trade proliferated. he pointed out that franz ferdinand and the white stripes -  perhaps the two most important bands since the millennium  - were signed to indies.  i think that is a reflection of how useful and how powerful the indie philosophy is  and how bands prefer it   he added.  they can make more money that way - it s a more generous relationship  and also it s a more understanding relationship.  i think independents are in a wonderful position at this moment in time.,entertainment
834,wenger offers mutu hope arsenal boss arsene wenger would consider signing adrian mutu once the striker has served his drugs ban.  mutu was sacked by chelsea on friday after testing positive for cocaine - a move wenger has backed. but he said:  i don t even wonder if that could happen because i think he will be suspended for a long period.  but once he has served his suspension  he has the right again to start from zero. i would then meet the player and see what he tells me.  mutu faces a ban of between six months and two years when the football association decides on his punishment. chelsea decided to act before his case was heard and sacked the striker on grounds of gross misconduct after it was revealed that he had failed a drug test.  but mutu has hit out at the club s decision  saying:  chelsea have destroyed me.  he told the sunday mirror:  i don t know what i m going to do. i am shocked and surprised by their decision.  i didn t expect them to pay me while i was suspended but i never thought they would sack me either.  why didn t they wait to do this  now my career is in ruins.  i might as well walk away from football. what is there left for me    chelsea have been criticised for their stance  with the professional footballers  association accusing the club of failing in their duty of care to the player. and mutu agreed  adding:  it is unfair. if they were going to sack me they should have done it afterwards.  why did they go public  to make an example of me  it makes it very difficult for me now.,sport
979,february poll claim  speculation  reports that tony blair is planning a snap general election for february 2005 have been described as  idle speculation  by downing street.  a spokesman said he had  no idea  where the reports in the sunday times and sunday telegraph had come from. the papers suggest ministers believe the government could benefit from a  baghdad bounce  following successful iraq elections in january. a british general election was last held in february in 1974. in that election  edward heath lost and failed to build a coalition with the liberals. harold wilson took over and increased his majority later in the year in a second election  the latest speculation suggests the prime minister favours a february poll in order to exploit his current opinion poll lead over conservative leader michael howard. but that strategy could prompt criticism he was seeking to  cut and run  after less then four years of a parliamentary term. the papers report that alan milburn  labour s head of elections strategy  has played a key role in the plan for a february election  which would include a new year advertising blitz. new labour s campaign  both newspapers said  would be centred around the slogan  britain is working . a labour party spokesman said the election date was ultimately a matter for mr blair  but he was unaware of anything to suggest it would be in february. most commentators have been expecting an election on 5 may. the last election was in june 2001.,politics
135,dollar hovers around record lows the us dollar hovered close to record lows against the euro on friday as concern grows about the size of the us budget deficit.  analysts predict that the dollar will remain weak in 2005 as investors worry about the state of the us economy. the bush administration s apparent unwillingness to intervene to support the dollar has caused further concern. however  trading has been volatile over the past week because of technical and automated trading and light demand. this has amplified reactions to news  analysts said  adding that they expect markets to become less jumpy in january.  the dollar was trading at $1.3652 versus the euro on friday morning after hitting a fresh record low of $1.3667 on thursday. one dollar bought 102.55 yen.  disappointing business figures from chicago triggered the us currency s weakness on thursday. the national association of purchasing management-chicago said its manufacturing index dropped to 61.2  a bigger fall than expected.  there are no dollar buyers now  especially after the chicago data yesterday   said abn amro s paul mackel. at the same time  german chancellor gerhard schroeder and italian prime minister silvio berlusconi voiced concerns about the strength of the euro. mr berlusconi said the euro s strength was  absolutely worrying  for italian exports. mr schroeder said in a newspaper article that stability in foreign exchange markets required a correction of global economic imbalances. investors will now look towards february s meeting of finance ministers from the g7 industrialised nations in london for clues as to whether central banks will combine forces to stem the dollar s decline.,business
2029,us tv host clark suffers stroke veteran us television host dick clark is in hospital in los angeles after suffering a mild stroke.  the 75-year-old presented long-running show american bandstand from 1956-87 and has since hosted game shows and produced award ceremonies. clark is scheduled to welcome in the new year on the abc network  a job he has done for 33 years. the presenter said that he is  hopeful  of getting better in time to lead the festivities in new york s times square. clark s publicist paul shefrin said the television host was  recovering  and there was no cause for alarm. clark  who produces the golden globe and american music awards  disclosed last year that he was suffering from diabetes.  his popular music show american bandstand was first broadcast in 1952  and attracted an audience of 20 million people after it was picked up by abc in 1957. the long-running weekly series  which featured guests including elvis presley  buddy holly and aretha frankin  came to an end in 1989. clark was inducted into the rock and roll hall of fame in 1993 for his contribution to the music industry. he has also been responsible for television series such as tv bloopers  celebrity boxing and drama american dreams. clark is also expected to act as executive producer for the upcoming golden globe awards ceremony  which is taking place on 16 january.,entertainment
665,no uk premiere for rings musical the producers behind the lord of the rings musical have abandoned plans to premiere the show in london because no suitable theatre was available.  the £11.5m show will make its debut in toronto in march 2006  after it was found that all three west end theatres with sufficient capacity were booked. the musical is not expected in london before december 2006. producer kevin wallace said it would be  worth waiting for .  it will be like nothing they have ever seen before.   i know there will be a lot of disappointed british tolkien fans who hoped to see the show in london  but we couldn t get a london theatre in time   added the british producer. the world premiere of the stage musical  co-produced by canadian theatrical impresarios david and ed mirvish  will take place at toronto s princess of wales theatre next year.   toronto really wanted this premiere. the tolkien books and films are hugely popular in canada   said mr wallace  shortly after signing the deal in canada.  we hope the anticipation and excitement over here will create an even bigger buzz by the time we open in london.  auditions begin in canada on thursday  but up to five british actors may join the cast  under a deal struck with canadian actors  equity. the music for the show is being written by bollywood composer ar rahman  who was behind andrew lloyd webber s west end musical bollywood dreams  and in conjuction with the finnish group varttina.   there will be no singing and dancing hobbits. the music will be in a very traditional mould and draw on ethnic traditions   assured mr wallace. the musical s british director is matthew warchus  best known for staging the worldwide stage hit art.  the production will be a hybrid of text  physical theatre  music and spectacle never previously seen on this scale   he said.  only in the theatre are we actually plunged into the events as they happen. the environment surrounds us and we are in middle earth.  new zealander peter jackson took 10 years to bring jrr tolkien s fantasy trilogy to the big screen  winning academy awards for best film and best director for the final film the return of the king in 2004.,entertainment
1108,blair stresses prosperity goals tony blair says his party s next manifesto will be  unremittingly new labour  and aimed at producing  personal prosperity for all .  the prime minister is trying to draw a line under speculation over the state of his relationship with gordon brown with the speech in chatham  kent. he is saying that prosperity means both individual wealth and ensuring  radically improved  public services. he is also claiming labour is more ideologically united than ever. mr brown is currently touring africa after a week of facing questions about reports of his splits with downing street.  with the election widely predicted for may  angry labour mps this week warned mr blair and mr brown about the dangers of disunity. now mr blair is trying to put the focus on the substance of labour s platform for a third term in government. labour made low inflation  unemployment and mortgage rates the centrepiece of a new poster campaign this week.  and on thursday mr blair is saying:  i want to talk about the central purpose ofnew labour - which is to increase personal prosperity and well-being  not justfor a few but for all.  by prosperity i mean both the income and wealth of individuals and theirfamilies  and the opportunity and security available to them through radicallyimproved public services and a reformed welfare state.   the tories are trying to capitalise on the apparent feud at the top of government. on wednesday they unveiled a poster which pictured the prime minister and mr brown under the words  how can they fight crime when they are fighting each other   michael howard and frontbencher john redwood on thursday launched new plans to abolish hundreds of quangos. they say government is spending too much and lower taxes are needed to make britain more competitive.  the liberal democrats have also claimed infighting its obstructing good government. the latest speculation about relations between new labour s two most powerful figures came after the publication of a new book  brown s britain by robert preston. in it he alleges that mr blair told mr brown in 2003 he would step down as prime minister before the coming general election. the book claims the premier went back on his pledge after support from cabinet allies and suspicion that mr brown was manoeuvring against him. mr peston s book claimed that mr brown told mr blair:  there is nothing you could ever say to me now that i could ever believe.  on wednesday mr blair directly denied mr brown made that quote  and before he left for africa on tuesday the chancellor told reporters:  of course i trust the prime minister.,politics
1053,bush website blocked outside us surfers outside the us have been unable to visit the official re-election site of president george w bush.  the blocking of browsers sited outside the us began in the early hours of monday morning. since then people outside the us trying to browse the site get a message saying they are not authorised to view it. the blocking does not appear to be due to an attack by vandals or malicious hackers  but as a result of a policy decision by the bush camp.  the international exclusion zone around georgewbush.com was spotted by net monitoring firm netcraft which keeps an eye on traffic patterns across many different sites. netcraft said that since the early hours of 25 october attempts to view the site through its monitoring stations in london  amsterdam and sydney failed.  by contrast netcraft s four monitoring stations in the us managed to view the site with no problems. the site can still be seen using anonymous proxy services that are based in the us. some web users in canada also report that they can browse the site. the pattern of traffic to the website suggests that the blocking was not due to an attack by vandals or politically motivated hackers. geographic blocking works because the numerical addresses that the net uses to organise itself are handed out on a regional basis. on 21 october  the george w bush website began using the services of a company called akamai to ensure that the pages  videos and other content on its site reaches visitors. mike prettejohn  president of netcraft  speculated that the blocking decision might have been taken to cut costs  and traffic  in the run-up to the election on 2 november. he said the site may see no reason to distribute content to people who will not be voting next week. managing traffic could also be a good way to ensure that the site stays working in the closing days of the election campaign. however  simply blocking non-us visitors also means that americans overseas are barred too. akamai declined to comment  saying it could not talk about customer websites.,tech
1831,tough rules for ringtone sellers firms that flout rules on how ringtones and other mobile extras are sold could be cut off from all uk phone networks.  the rules allow offenders to be cut off if they do not let consumers know exactly what they get for their money and how to turn off the services. the first month under the new rules has seen at least ten firms suspended while they clean up the way they work. the rules have been brought in to ensure that the problems plaguing net users do not spread to mobile phones.  in the last couple of years ringtones  wallpapers  screensavers and lots of other extras for phones have become hugely popular. but fierce competition is making it difficult for firms to get their wares in front of consumers  said jeremy flynn  head of third party services at vodafone.   if you are not on the operator s portal you are going to have quite heavy marketing costs because it s a problem of how people discover your services   he said. to combat this many ringtone and other mobile content sellers started using a new tactic to squeeze more cash out of customers. this tactic involved signing people up for a subscription to give them  for instance  several ringtones per week or month instead of the single track they thought they were getting. mr flynn said that the move to using subscriptions happened over the space of a few weeks at the end of 2004. websites such as grumbletext.co.uk started getting reports from customers who were racking up large bills for phone content they did not know they had signed up for.  what made us uncomfortable was that these services were not being marketed transparently   said mr flynn.  people did not know they were being offered a subscription service.   we saw potential for substantial consumer harm here   he added.  the swift adoption of subscription services led to the creation of a new code of conduct for firms that want to sell content for mobile phones. the drafting of the new rules was led by the mobile entertainment forum and the uk s phone firms.  everyone is required to conform to this code of conduct   said andrew bud  regulatory head of the mef and executive chairman of messaging firm mblox.   it s all about transparency   he said.  consumers have to be told what they have got themselves into and how to get out of it.   the consumer has a right to be protected   he said. christian harris  partnership manager of mobile content firm zed  said the new system was essential if consumers were to trust companies that sell ringtones and other downloads.  the groundrules must be applied across the whole industry and if that s done effectively we will see the cowboys driven out   he said. the new rules came in to force on 15 january and the first month under the new regime has seen many firms cautioned for not honouring them. some have been told to revamp websites so customers know what they get for their money and what they are signing up for  said mr flynn. also  said mr flynn  vodafone has briefly cut off between eight and ten content sellers flouting the rules.  we have quite draconian contracts with firms   he said.  we do not have to say why. we can just cut them off.  under the rules consumers must be able to switch off the services by using a universal  stop  command sent via text message. he said the system had been designed to limit how much a consumer will pay if they inadvertently signed up for a service.  the mobile is so personal that people really resent the abuse of what is effectively part of their personality   said mr flynn.,tech
1950,huge rush for jet airways shares indian airline jet airways  initial public offering was oversubscribed 16.2 times  bankers said on friday.  over 85% of the bids were at the higher end of the price range of 1 050-1 125 rupees ($24-$26). jet airways  a low-fare airline  was founded by london-based ex-travel agent naresh goya  and controls 45% of the indian domestic airline market. it sold 20% of its equity or 17.2 million shares in a bid to raise up to $443m (£230.8m). the price at which its shares will begin trading will be agreed over the weekend  bankers said.  the demand for the ipo was impressive. we believe that over the next two years  the domestic aviation sector promises strong growth  even though fuel prices could be high   said hiten mehta  manager of merchant banking firm  fortune financial services. india began to open up its domestic airline market - previously dominated by state-run carrier indian airlines - in the 1990s. jet began flying in 1993 and now has competitors including air deccan and air sahara. budget carriers kingfisher airlines and spicejet are planning to launch operations in may this year. jet has 42 aircraft and runs 271 scheduled flights daily within india. it recently won government permission to fly to london  singapore and kuala lumpur.,business
1382,millions to miss out on the net by 2025  40% of the uk s population will still be without internet access at home  says a study.  around 23 million britons will miss out on a wide range of essential services such as education and medical information  predicts the report by telecoms giant bt. it compares to 27 million  or 50%  of the uk  who are not currently online. the idea that the digital divide will evaporate with time is  wishful thinking   the report concludes.  the study calls on the government and telecoms industry to come up with new ways to lure those that have been bypassed by the digital revolution. although the percentage of britons without home access will have fallen slightly  those that remain digital refuseniks will miss out on more  the report suggests. as more and more everyday tasks move online and offline services become less comprehensive  the divide will become more obvious and more burdensome for those that have not got net access  it predicts.  the gap between  have-nets  and  have-nots  has been much talked about  but predictions about how such a divide will affect future generations has been less discussed. bt set out to predict future patterns based on current information and taking account of the way technology is changing. optimists who predict that convergence and the emergence of more user-friendly technology will bridge the digital divide could be way off mark  the report suggests.  internet access on other devices tends to be something taken up by those who already have it   said adrian hosford  director of corporate responsibility at bt. costs of internet access have fallen dramatically and coverage in remote areas have vastly improved over the last year but the real barrier remains psychological.  there is a hard rump of have-nots who are not engaging with the net. they don t have the motivation or skills or perceive the benefits   said mr hosford.  as now  the most disadvantaged groups are likely to remain among low income families  the older generation and the disabled.  those on low incomes will account for a quarter of the digital have-nots  the disabled will make up 16% and the elderly nearly a third by 2025  the report forecasts. organisations such as bt have a responsibility to help tackle the problem  said mr hosford. the telco has seen positive results with its everybody online project which offers internet access to people in eight deprived communities around britain. in one area of cornwall with high levels of unemployment  online training helped people rewrite cvs and learn skills to get new jobs  explained mr hosford. such grassroot activity addressing the specific needs of individual communities is essential is the problem of the digital divide is to be overcome  he said.  if we don t address this problem now  it will get a lot worse and people will find it more difficult to find jobs  education opportunities will be limited and they ll simply not be able to keep up with society   he said. the alliance for digital inclusion  an independent body with members drawn from government  industry and the voluntary sector has recently been set up to tackle some of the issues faced by the digital refuseniks.,tech
790,parker misses england clash tom shanklin will start in the centre for wales against england in cardiff on saturday after sonny parker failed to recover from a trapped neck nerve.  shanklin was first-choice wing in the autumn tests  but prefers centre and will face england debutant mathew tait. dragons three-quarter hal luscombe takes shanklin s wing berth. up front  mefin davies plays at hooker  open-side martyn williams is fit to start and lock rob sidoli replaces veteran gareth llewellyn. davies wins the vote ahead of robin mcbryde  who sits on the bench having recently returned to action for the scarlets following a neck injury.  sidoli is back for the first time since last season s six nations  the blues second row back to form after a niggling groin problem. williams  sidoli s team-mate at cardiff  is set to win his 50th cap  replacing the injured colin charvis after making a quicker-than-expected recovery from a neck disc problem.  initially when i had the diagnosis it was a case of trying to get fit for the italy game next week  but fortunately my recovery has been a lot quicker than we all hoped   williams told bbc sport wales.  i haven t started a game since 1 january and would have preferred to have a couple of games in the lead-up to this  but the good thing with the injury is that i have kept up my fitness levels.  i feel quite fresh and i just can t wait to play again.  williams says he expects a torrid time from an england loose-forward trio of lewis moody  joe worsley and andy hazell.  they are three top-class players  especially worsley and moody. they have been there and done it   williams added.  they were back-ups behind richard hill  neil back and lawrence dallaglio  but now they have come forward and proved what good players they are - there are no weaknesses there.  luscombe gets the nod on the wing ahead of dragons team-mate kevin morgan  who wins a place on the bench alongside uncapped blues prop john yapp.  g thomas (toulouse (capt); h luscombe (dragons)  t shanklin (blues)  g henson (ospreys)  s williams (ospreys); s jones (clermont auvergne)  d peel (scarlets); g jenkins (blues)  m davies (gloucester)  a jones (ospreys)  b cockbain (ospreys)  r sidoli (blues)  d jones (scarlets)  m williams (blues)  m owen (dragons).  r mcbryde (scarlets)  j yapp (blues)  j thomas (ospreys)  r jones (ospreys)  g cooper (dragons)  c sweeney (dragons)  k morgan (dragons).,sport
1217,uefa approves fake grass uefa says it will allow european matches to be played on artificial pitches from the start of next season.  european football s governing body made the decision at a meeting of its executive committee on wednesday. uefa explained that the move  follows comprehensive studies into the sporting and medical aspects of using artificial playing surfaces.  they can be used subject to complying with uefa quality criteria but there use will not be made obligatory. luton  preston  queens park rangers and other clubs used to have plastic pitches during the the 1980s but  after a two-year study  uefa insists the surfaces have moved on. international matches can also be played on such pitches  although games at major tournaments have to be contested on grass. uefa spokesman rob faulkner said:  people in england have bad memories of the artificial pitches of luton and qpr in the 1980s  but the latest generation are completely different and are much more like grass.  we have sanctioned its use from the start of next season but only as long as it is the latest generation of artificial turf and meets a whole series of standards.  several leading clubs from scandinavia  russia and eastern europe - especially those who only play champions league or uefa cup matches in winter - are now expected to instal artificial pitches.,sport
1741,elvis set to top uk singles chart rock  n  roll legend elvis is set to top the uk singles chart on sunday  27 years after his death.  the re-release of hit song jailhouse rock was out-selling x factor winner steve brockstein s cover of against all odds by 2 000 copies on tuesday. if the record does make the top spot  it will be elvis  19th uk number one. the last time he topped the charts was with the remix of the little-known song a little less conversation  which was number one in june 2002. if jailhouse rock does reach number one on sunday  it will be the 999th in the history of the uk pop charts. the song first topped the charts in 1958. chart analysts say elvis could score the 1000th number one as well. his record one night will be released the following week  followed the week after by a fool such as i  as part of his record company sonybmg s new elvis campaign. it has called it  the most ambitious singles release campaign in the history of the uk record industry .,entertainment
2015,desailly backs blues revenge trip marcel desailly insists there is no chance of history repeating itself when chelsea take on barcelona on wednesday.  the french star was part of the chelsea side crushed 5-1 at the nou camp in the champions league quarter-final second leg in 2000.  things will be totally different this time   he told bbc sport.  now everyone knows about chelsea and is a little bit afraid of them. they are one of the major clubs in europe and the pressure will be on barcelona.  chelsea have not played barcelona since that quarter-final tie five years ago. the blues had looked destined to progress after winning the first leg at stamford bridge 3-1  courtesy of two goals from tore andre flo and one by gianfranco zola. but they collapsed in the second leg  going down to strikes from rivaldo (2)  luis figo  dani and patrick kluivert.  former chelsea captain desailly  who is now playing for al-gharafa in qatar  says there is no comparison between that side and the current blues team  who are top of the premiership.  mentally they are much stronger  even though a lot of their players are young   the 36-year-old said.  we made some mistakes at the nou camp in 2000 - a lot of them were individual mistakes.  it would not happen now. this team has a new motivation and a different mentality.  world cup winner desailly saw huge changes during his time at stamford bridge. he was signed for £4.6m from ac milan in 1998 by ruud gullit and went on to play under gianluca vialli and claudio ranieri. but the biggest change occurred when billionaire roman abramovich bought the club in 2003. desailly says the russian s arrival helped to instil a winning mentality at the club as well as a demand for success.  the whole of chelsea is different now - the chairman  the manager and all the players   he said.   everything is new and there is a huge determination to win.  since that game in 2000  chelsea have gained more experience in europe and were very close to reaching the champions league final last season.  desailly is one of the most decorated players in the history of football. he won the 1998 world cup and 2000 european championship with france  the champions league in 1993 with marseilles and 1994 with ac milan  two serie a titles and the fa cup in 2000 with chelsea. he is now winding down his career in qatar  alongside the likes of frank lebeouf  josep guardiola  titi camara  gabriel batistuta and christophe dugarry. so he is full of admiration for two of his colleagues from the great milan side of the mid-90s who are likely to line up against manchester united on wednesday - paolo maldini and alessandro costacurta.  i m happy that they have managed to play so long at a high level   he said.  i made a vow to costacurta that as long as he plays  i will continue to play.  and it s amazing that paolo has managed to play at such a high level for such a long time.,sport
1177,johnson announces june retirement former england captain martin johnson has announced he is to retire from rugby union at the end of the season.  johnson  who captained england to world cup glory in 2003  will play his final match in june. johnson won 84 england caps and quit test rugby at the start of 2004  just two months after leading sir clive woodward s team to victory in sydney. the 34-year-old leicester lock s final match will be his testimonial at twickenham on 4 june.  i m confident i have made the right decision to retire   said johnson.  i m sure there will be times next season when i ll wish i was out there playing for the tigers  but you know when the time is right to go and i feel this is the right time.  i feel physically that i could play for another season  but playing week in and week out in the premiership is a full-time occupation and i only want to be out there for the right reasons.  johnson will always be revered by england fans for captaining england to their dramatic world cup win against australia in sydney  but his list of achievements does not stop at that.  he is the only man to captain the lions twice and he also led england to a six nations grand slam. johnson also had huge success as captain of leicester  guiding the tigers to back to back heineken cup victories and several premiership titles. apart from his marvellous captaincy johnson was also one of the finest second rows to ever play the game. teak tough and physically intimidating  he ruled the rucks and mauls for the best part of a decade and was integral in england s rise to the top of the world game. his final appearance will be in his testimonial at twickenham  where he will lead a team against a side captained by new zealand winger jonah lomu. the all black is aiming to return to action after a kidney transplant and johnson expects it to be a memorable occasion.  this game against jonah will be a great way to end the season and end my career   said johnson. lomu  rugby union s first global superstar after his exploits in the 1995 world cup  said he was proud to be part of johnson s farewell.  we hold him in such high esteem   said lomu.  he is such a great leader and i am just honoured to be on the same pitch.,sport
744,gerrard plays down european hopes steven gerrard has admitted that liverpool have little chance of winning the champions league this season.  the 24-year-old reds skipper spoke out ahead of tuesday s first leg at home to bayer leverkusen in the last 16  which he will miss through suspension.  let s be realistic  there are some fantastic teams left in the champions league   he told bbc radio five live.  we are just going to try to stay in as long as possible but we realise that maybe it is not our year this year.  gerrard has made no secret of his desire to be involved in europe s premier club competition.  last season he described qualification for the champions league as the  be all and end all  - and rumours persist that he will leave anfield if the reds fail to secure a place in the competition. he has consistently been linked with a move away from liverpool  with chelsea the favourites to snap up the england midfielder. and blues boss jose mourinho backed gerrard s view that rafael benitez s team could struggle to progress this season.  rafa has still time in front of him to build an even better team  maybe he s a little bit behind (right now)   he told bbc radio five live.  gerrard  who fired liverpool into the last 16 of this season s competition with a brilliant goal in december s win over olympiakos  insisted he was still fully focused on helping liverpool to glory this season. the reds are currently fifth in the premiership table  five points off the crucial fourth spot  which brings champions league qualification - and they face chelsea in sunday s carling cup final.  it s big couple of months for liverpool   he added.  we re fighting for the fourth spot for the champions league for next season but we are still involved in two cup competitions  which are very important.  we are confident we can upset chelsea in the carling cup final and get to the last eight of the champions league because  financially  it is big for the club and  personally for myself  it is very good.,sport
1852,observers to monitor uk election ministers will invite international observers to check the forthcoming uk general election is fairly run.  the move comes amid claims the poll could be marred by electoral fraud. a report by two mps committees called on thursday for urgent changes to the electoral registration system to combat vote rigging and boost turnout. but in a written response to labour mp gordon prentice  the government said it would normally invite observers to any uk election.  junior constitutional affairs minister christopher leslie said:  i fully expect us to repeat our previous practice of doing so once the date for the next general election is announced.  the government has looked at ways of boosting voter turnout  which fell to 59% in the last general election in 2001.  but trial all-postal ballots in four english regions last summer were hit by delays and some fraud allegations. liberal democrat peer lord greaves called last week for international observers at the general election - saying otherwise there could be months of court challenges  on a scale not seen since the 19th century . thursday s report was drawn up by two committees scrutinising the work of the office of the deputy prime minister (odpm) and the department for constitutional affairs (dca). it said that  with the growth of postal voting  there was a strong case to tighten up fraud protection by requiring voters to register individually  rather than by household. it also said about three million people eligible to vote are not registered to do so.  figures for the 2001 general election suggest 29% of people aged between 18 and 24  and 19% of black voters were not on the electoral roll. young people in shared accommodation are thought to miss out because no one acts as head of the household to fill in the form. odpm committee chairman andrew bennett said individual voter registration  as opposed to registration by household  should be quickly introduced as it could  dramatically reduce the chances of fraud . but his counterpart on the dca committee  alan beith  said it should be delayed  until measures likely to increase registration have been put in place and proved effective.  shadow constitutional affairs secretary oliver heald accused the government of  dragging its feet  over  this badly needed measure .  it is vital that we move ahead with the northern ireland system of individual electoral registration to safeguard the integrity of the britain s electoral system   he said.  the report said individual registration should be treated carefully as 12% of voters disappeared from the electoral roll in northern ireland when it was introduced in 2002. the report said the government should consider fines for unregistered voters  but accepted many experts said it would be an expensive system that would be hard to enforce. it said incentives to register  such as £20 council tax rebate  were likely to be seen as  gimmicks  and risked undermining the integrity of the system  mps said. instead they called for  imaginative campaigns  to boost interest.,politics
1786,ultimate game  award for doom 3 sci-fi shooter doom 3 has blasted away the competition at a major games ceremony  the golden joystick awards.  it was the only title to win twice  winning ultimate game of the year and best pc game at the awards  presented by little britain star matt lucas. the much-anticipated sci-fi horror doom 3 shot straight to the top of the uk games charts on its release in august. other winners included grand theft auto: san andreas which took the most wanted for christmas prize. only released last week  it was closely followed by halo 2 and half-life 2  which are expected to be big hits when they are unleashed later this month.  but they missed out on the prize for the most wanted game of 2005  which went to the nintendo title  the legend of zelda. the original doom  released in 1994  heralded a new era in computer games and introduced 3d graphics. it helped to establish the concept of the first-person shooter. doom 3 was developed over four years and is thought to have cost around $15m (£8.3m). the top honour for the best online game of the year went to battlefield vietnam. the chronicles of riddick: escape from butcher bay was handed the unsung hero game of 2004. its release was somewhat eclipsed by doom 3  which was released on the same week. it was  however  very well received by gamers and was praised for its storyline which differed from the film released around the same time. electronic arts was named top publisher of the year  taking the crown from nintendo which won in 2003. the annual awards are voted for by more than 200 000 readers of computer and video games magazines. games awards like this have grown in importance. over the last six years  the uk market for games grew by 100% and was worth a record £1 152m in 2003  according to a recent report by analysts screen digest.,tech
820,mobile gaming takes off in india gaming on the move is one of the fastest-growing activities among the tech-savvy in india  says a report.  the indian mobile gaming market is expected to generate about $26m (£13.8m) by the end of 2004  according to market analysts in-stat/mdr. in october  mobile phone users grew by 1.4 million to 44.9 million  overtaking the number of landlines  said the telecom regulatory authority of india. analysts say cheap rates and a huge youth market is driving the market. india has a large population of under-25s  and many in urban areas are fast adopting mobiles as must-have gadgets.  india s mobile gaming market will bring in about $336m (£178m) by 2009  according to the report. mobile gaming is expected to explode globally over the next few years. analysts predict that 220 million people will be playing games on phones by 2009  generating billions for mobile companies.  services other than just voice calls which are offered by mobile operators in india have  as a result of the huge rise in subscribers  grown significantly and rapidly.  the growth of this market sector has attracted publishers  developers  animators  musicians  and content providers  and is also stimulating the development of innovative business models   said clint wheelock  director of in-stat/mdr s wireless research group.   mobile gaming is not just about fun; it also represents one key element of a rich mobile entertainment experience for consumers  and a lucrative market opportunity for industry players.  currently  india has six big games developers and four mobile operators that offer games to their subscribers  said the report. according to in-stat/mdr  it is tipped to make up one of the most important markets in the next wave of mobile multimedia growth.  in january 2003  there were only 10 million mobile subscribers in india. many choose mobiles in rural areas in order to bypass poorer telecoms infrastructure. despite this  the penetration rate is still much lower that other countries. less than 20% of india s total population own a mobile in india  compared to well over 50% in most european countries. the trend echoes the uptake of mobiles in many developing economies  which continues to grow as people opt to leapfrog slower and more expensive state-run fixed-line operators.,tech
